State,Year,Quarter,District,Transaction_Count,Transaction_Amount,YearQuarter
Arunachal Pradesh,2020,1,Changlang,43858,93461363.58699806,2020-Q1
Arunachal Pradesh,2020,1,Lohit,36985,83701268.27182505,2020-Q1
Arunachal Pradesh,2020,1,East Siang,33743,82011539.42531273,2020-Q1
Arunachal Pradesh,2020,1,Tawang,31865,84425193.41571434,2020-Q1
Arunachal Pradesh,2020,1,Namsai,23112,46444942.9567038,2020-Q1
Arunachal Pradesh,2020,1,West Siang,19728,47929440.73153875,2020-Q1
Arunachal Pradesh,2020,1,Tirap,18369,40877851.79372531,2020-Q1
Arunachal Pradesh,2020,1,Lower Subansiri,15770,34273250.7179902,2020-Q1
Arunachal Pradesh,2020,2,Papum Pare,221728,535085907.3404856,2020-Q2
Arunachal Pradesh,2020,2,West Kameng,95421,251395972.2250581,2020-Q2
Arunachal Pradesh,2020,2,Changlang,69279,128572447.9979738,2020-Q2
Arunachal Pradesh,2020,2,Lohit,56541,114730675.47714493,2020-Q2
Arunachal Pradesh,2020,2,East Siang,55680,112693868.80998953,2020-Q2
Arunachal Pradesh,2020,2,Tawang,44499,121561732.24171808,2020-Q2
Arunachal Pradesh,2020,2,Namsai,34972,54870798.314045325,2020-Q2
Arunachal Pradesh,2020,2,West Siang,32777,72790231.05472675,2020-Q2
Arunachal Pradesh,2020,2,Tirap,28830,63497030.84081016,2020-Q2
Arunachal Pradesh,2020,2,Lower Dibang Valley,26234,42360072.52689613,2020-Q2
Arunachal Pradesh,2020,3,Papum Pare,298350,859373863.7202579,2020-Q3
Arunachal Pradesh,2020,3,West Kameng,111029,332812237.8096209,2020-Q3
Arunachal Pradesh,2020,3,Changlang,73842,159158438.9254108,2020-Q3
Arunachal Pradesh,2020,3,East Siang,69710,176323789.9443782,2020-Q3
Arunachal Pradesh,2020,3,Lohit,65889,156523653.18643108,2020-Q3
Arunachal Pradesh,2020,3,Tawang,56016,182137862.72423625,2020-Q3
Arunachal Pradesh,2020,3,Namsai,37019,76484566.53480485,2020-Q3
Arunachal Pradesh,2020,3,West Siang,34295,92449732.96070343,2020-Q3
Arunachal Pradesh,2020,3,Tirap,30046,81539831.5295825,2020-Q3
Arunachal Pradesh,2020,3,Lower Dibang Valley,27655,63469161.32860388,2020-Q3
Arunachal Pradesh,2020,4,Papum Pare,390528,1205917753.704622,2020-Q4
Arunachal Pradesh,2020,4,West Kameng,129575,390436113.7366378,2020-Q4
Arunachal Pradesh,2020,4,East Siang,88632,250515095.18896663,2020-Q4
Arunachal Pradesh,2020,4,Changlang,84852,204367875.072993,2020-Q4
Arunachal Pradesh,2020,4,Lohit,80530,196997836.7993369,2020-Q4
Arunachal Pradesh,2020,4,Tawang,67262,240482254.584536,2020-Q4
Arunachal Pradesh,2020,4,Namsai,46762,111916731.5168758,2020-Q4
Arunachal Pradesh,2020,4,West Siang,45207,125118193.0493962,2020-Q4
Arunachal Pradesh,2020,4,Tirap,36124,104709589.66019578,2020-Q4
Arunachal Pradesh,2020,4,Lower Dibang Valley,33455,81929299.56817816,2020-Q4
Arunachal Pradesh,2021,1,Papum Pare,419891,1388723426.715657,2021-Q1
Arunachal Pradesh,2021,1,West Kameng,120906,384735272.8434415,2021-Q1
Arunachal Pradesh,2021,1,East Siang,82357,253988360.79783508,2021-Q1
Arunachal Pradesh,2021,1,Changlang,78849,220167765.51868472,2021-Q1
Arunachal Pradesh,2021,1,Lohit,72380,198534806.934188,2021-Q1
Arunachal Pradesh,2021,1,Tawang,54137,207859088.4111589,2021-Q1
Arunachal Pradesh,2021,1,Namsai,45753,116637630.67690109,2021-Q1
Arunachal Pradesh,2021,1,West Siang,42575,138700637.2916148,2021-Q1
Arunachal Pradesh,2021,1,Lower Dibang Valley,32427,90709108.52350858,2021-Q1
Arunachal Pradesh,2021,1,Tirap,32043,110593517.14623192,2021-Q1
Arunachal Pradesh,2021,2,Papum Pare,552953,1501062555.477559,2021-Q2
Arunachal Pradesh,2021,2,West Kameng,164866,482626617.8657546,2021-Q2
Arunachal Pradesh,2021,2,East Siang,106787,286839106.4541313,2021-Q2
Arunachal Pradesh,2021,2,Changlang,105461,264031910.3489421,2021-Q2
Arunachal Pradesh,2021,2,Lohit,99686,230495504.24757007,2021-Q2
Arunachal Pradesh,2021,2,Tawang,70061,251025037.9536393,2021-Q2
Arunachal Pradesh,2021,2,Namsai,64781,147069902.35227838,2021-Q2
Arunachal Pradesh,2021,2,West Siang,59341,180700138.79997087,2021-Q2
Arunachal Pradesh,2021,2,Tirap,46320,144548683.32259288,2021-Q2
Arunachal Pradesh,2021,2,Lower Dibang Valley,42091,105552358.12192988,2021-Q2
Arunachal Pradesh,2021,3,Papum Pare,710098,1995999756.337289,2021-Q3
Arunachal Pradesh,2021,3,West Kameng,209165,658232385.7409549,2021-Q3
Arunachal Pradesh,2021,3,East Siang,128957,368061706.2429154,2021-Q3
Arunachal Pradesh,2021,3,Changlang,120126,319705502.4219795,2021-Q3
Arunachal Pradesh,2021,3,Lohit,117879,275160751.4034922,2021-Q3
Arunachal Pradesh,2021,3,Tawang,89052,365404078.3528414,2021-Q3
Arunachal Pradesh,2021,3,Namsai,79292,177380632.18278238,2021-Q3
Arunachal Pradesh,2021,3,West Siang,65763,217065611.3332364,2021-Q3
Arunachal Pradesh,2021,3,Lower Dibang Valley,50270,133788746.95473912,2021-Q3
Arunachal Pradesh,2021,3,Tirap,47118,143620525.85725692,2021-Q3
Arunachal Pradesh,2021,4,Papum Pare,919925,2435796597.178156,2021-Q4
Arunachal Pradesh,2021,4,West Kameng,247346,765859269.2953706,2021-Q4
Arunachal Pradesh,2021,4,East Siang,169617,450185173.03787607,2021-Q4
Arunachal Pradesh,2021,4,Changlang,147432,403255246.4023236,2021-Q4
Arunachal Pradesh,2021,4,Lohit,142772,328942905.2553121,2021-Q4
Arunachal Pradesh,2021,4,Namsai,105194,220513367.66283625,2021-Q4
Arunachal Pradesh,2021,4,Tawang,99575,412396002.3197621,2021-Q4
Arunachal Pradesh,2021,4,West Siang,79050,267978346.94185272,2021-Q4
Arunachal Pradesh,2021,4,Lower Dibang Valley,65302,174980099.8392523,2021-Q4
Arunachal Pradesh,2021,4,Lower Subansiri,60146,199366119.1355609,2021-Q4
Arunachal Pradesh,2022,1,Papum Pare,1163726,2909248438.6297965,2022-Q1
Arunachal Pradesh,2022,1,West Kameng,240672,705607894.004217,2022-Q1
Arunachal Pradesh,2022,1,East Siang,201945,501600929.0441901,2022-Q1
Arunachal Pradesh,2022,1,Changlang,171494,490549428.7793704,2022-Q1
Arunachal Pradesh,2022,1,Lohit,169954,393361044.4830233,2022-Q1
Arunachal Pradesh,2022,1,Namsai,117173,256004887.57504225,2022-Q1
Arunachal Pradesh,2022,1,West Siang,92331,315562272.5888671,2022-Q1
Arunachal Pradesh,2022,1,Tawang,86721,346661566.514651,2022-Q1
Arunachal Pradesh,2022,1,Lower Dibang Valley,83531,235243185.5212884,2022-Q1
Arunachal Pradesh,2022,1,Lower Subansiri,73100,239825149.9115416,2022-Q1
Arunachal Pradesh,2022,2,Papum Pare,1444757,3269917296.559577,2022-Q2
Arunachal Pradesh,2022,2,West Kameng,327925,893486447.5566865,2022-Q2
Arunachal Pradesh,2022,2,East Siang,261162,604825118.1911323,2022-Q2
Arunachal Pradesh,2022,2,Lohit,226199,502322813.6384013,2022-Q2
Arunachal Pradesh,2022,2,Changlang,203732,513287861.1029648,2022-Q2
Arunachal Pradesh,2022,2,Namsai,152652,293920909.2479442,2022-Q2
Arunachal Pradesh,2022,2,Tawang,132824,494351396.8226246,2022-Q2
Arunachal Pradesh,2022,2,West Siang,121772,375530981.6496287,2022-Q2
Arunachal Pradesh,2022,2,Lower Dibang Valley,104498,271945446.3948391,2022-Q2
Arunachal Pradesh,2022,2,Lower Subansiri,94109,287993729.7711808,2022-Q2
Arunachal Pradesh,2022,3,Papum Pare,1651143,3211809407.131925,2022-Q3
Arunachal Pradesh,2022,3,West Kameng,371632,945171308.1838298,2022-Q3
Arunachal Pradesh,2022,3,East Siang,286766,594752976.4068052,2022-Q3
Arunachal Pradesh,2022,3,Lohit,236792,461745616.9201143,2022-Q3
Arunachal Pradesh,2022,3,Changlang,216609,492535245.0550785,2022-Q3
Arunachal Pradesh,2022,3,Namsai,151676,277199997.0357646,2022-Q3
Arunachal Pradesh,2022,3,Tawang,138313,514855579.7238325,2022-Q3
Arunachal Pradesh,2022,3,West Siang,136332,395192937.9954808,2022-Q3
Arunachal Pradesh,2022,3,Lower Dibang Valley,112848,273001216.6677967,2022-Q3
Arunachal Pradesh,2022,3,Lower Subansiri,109261,285712248.1429684,2022-Q3
Arunachal Pradesh,2022,4,Papum Pare,1917365,3401999228.93926,2022-Q4
Arunachal Pradesh,2022,4,West Kameng,421418,954522716.7333798,2022-Q4
Arunachal Pradesh,2022,4,East Siang,327737,623525449.463265,2022-Q4
Arunachal Pradesh,2022,4,Lohit,276551,503661703.83150977,2022-Q4
Arunachal Pradesh,2022,4,Changlang,254818,572195646.772961,2022-Q4
Arunachal Pradesh,2022,4,Namsai,188919,307955075.5201911,2022-Q4
Arunachal Pradesh,2022,4,West Siang,176377,449302139.49606925,2022-Q4
Arunachal Pradesh,2022,4,Tawang,155419,518332824.8926365,2022-Q4
Arunachal Pradesh,2022,4,Lower Subansiri,143172,339443886.23657525,2022-Q4
Arunachal Pradesh,2022,4,Lower Dibang Valley,137218,308329533.6340683,2022-Q4
Assam,2018,1,Kamrup Metropolitan,194617,284766218.9848748,2018-Q1
Assam,2018,1,Marigaon,79832,105067294.498684,2018-Q1
Assam,2018,1,Barpeta,67801,56352302.37753609,2018-Q1
Assam,2018,1,Nagaon,66695,56352631.29147629,2018-Q1
Assam,2018,1,Cachar,56481,57250290.53047233,2018-Q1
Assam,2018,1,Sonitpur,51976,73005566.24909952,2018-Q1
Assam,2018,1,Kamrup,47859,41868129.255927615,2018-Q1
Assam,2018,1,Dibrugarh,44792,53258765.86975428,2018-Q1
Assam,2018,1,Tinsukia,41237,45886201.02896822,2018-Q1
Assam,2018,1,Jorhat,33322,41164542.05596451,2018-Q1
Assam,2018,2,Kamrup Metropolitan,320417,548619364.2308466,2018-Q2
Assam,2018,2,Marigaon,109223,204057284.2187584,2018-Q2
Assam,2018,2,Nagaon,105834,129818644.9147849,2018-Q2
Assam,2018,2,Barpeta,102217,117541108.74699073,2018-Q2
Assam,2018,2,Cachar,83921,105147622.6122449,2018-Q2
Assam,2018,2,Sonitpur,82799,151230715.30607638,2018-Q2
Assam,2018,2,Kamrup,74537,83338163.66068907,2018-Q2
Assam,2018,2,Dibrugarh,70642,110954951.6851775,2018-Q2
Assam,2018,2,Tinsukia,66715,102921465.6382229,2018-Q2
Assam,2018,2,Jorhat,53341,70634515.73039348,2018-Q2
Assam,2018,3,Kamrup Metropolitan,476050,884121118.8280818,2018-Q3
Assam,2018,3,Barpeta,145945,230125281.8407083,2018-Q3
Assam,2018,3,Nagaon,142195,208584967.9650631,2018-Q3
Assam,2018,3,Cachar,123735,189612378.3319926,2018-Q3
Assam,2018,3,Sonitpur,116196,252135800.7161754,2018-Q3
Assam,2018,3,Kamrup,112726,148929589.8006005,2018-Q3
Assam,2018,3,Marigaon,102867,189132040.9174304,2018-Q3
Assam,2018,3,Dibrugarh,98822,173048841.58376458,2018-Q3
Assam,2018,3,Tinsukia,90928,155121755.7636533,2018-Q3
Assam,2018,3,Jorhat,79724,118008412.2863017,2018-Q3
Assam,2018,4,Kamrup Metropolitan,686010,1345451492.434445,2018-Q4
Assam,2018,4,Nagaon,435103,317973029.4737475,2018-Q4
Assam,2018,4,Barpeta,225449,354675455.9326413,2018-Q4
Assam,2018,4,Marigaon,193075,207853575.0998588,2018-Q4
Assam,2018,4,Cachar,187360,272342253.1327299,2018-Q4
Assam,2018,4,Sonitpur,165399,358549931.5785284,2018-Q4
Assam,2018,4,Kamrup,162592,236088241.49952975,2018-Q4
Assam,2018,4,Dibrugarh,144931,264346941.49220368,2018-Q4
Assam,2018,4,Tinsukia,127171,253718923.0695014,2018-Q4
Assam,2018,4,Dhubri,120810,181651044.8921576,2018-Q4
Assam,2019,1,Kamrup Metropolitan,1306775,2605380335.922157,2019-Q1
Assam,2019,1,Nagaon,265767,382986937.0026997,2019-Q1
Assam,2019,1,Barpeta,262834,416977891.5222329,2019-Q1
Assam,2019,1,Cachar,206705,335675210.4339503,2019-Q1
Assam,2019,1,Kamrup,205094,325387078.12946683,2019-Q1
Assam,2019,1,Sonitpur,197716,409811805.4621542,2019-Q1
Assam,2019,1,Dibrugarh,180303,308520050.1444362,2019-Q1
Assam,2019,1,Marigaon,162645,225891536.7899508,2019-Q1
Assam,2019,1,Tinsukia,147896,296016100.5028683,2019-Q1
Assam,2019,1,Dhubri,129363,168832530.5113757,2019-Q1
Assam,2019,2,Kamrup Metropolitan,2488968,5089657876.792284,2019-Q2
Assam,2019,2,Nagaon,231423,422774561.36001366,2019-Q2
Assam,2019,2,Barpeta,228864,466786096.3962827,2019-Q2
Assam,2019,2,Sonitpur,192707,444337498.7727274,2019-Q2
Assam,2019,2,Cachar,177976,335126276.2091832,2019-Q2
Assam,2019,2,Kamrup,176995,334724712.0725308,2019-Q2
Assam,2019,2,Dibrugarh,169357,356524668.6213246,2019-Q2
Assam,2019,2,Tinsukia,148294,323303192.86631,2019-Q2
Assam,2019,2,Marigaon,130459,235342996.5897565,2019-Q2
Assam,2019,2,Jorhat,129744,231878110.7193352,2019-Q2
Assam,2019,3,Kamrup Metropolitan,2188998,6080999088.202992,2019-Q3
Assam,2019,3,Barpeta,262253,505242250.2598105,2019-Q3
Assam,2019,3,Nagaon,258566,491551326.2153321,2019-Q3
Assam,2019,3,Sonitpur,257623,533288953.03489536,2019-Q3
Assam,2019,3,Cachar,242781,426502976.7731472,2019-Q3
Assam,2019,3,Dibrugarh,230118,425077484.1305032,2019-Q3
Assam,2019,3,Kamrup,222439,383883901.2477784,2019-Q3
Assam,2019,3,Tinsukia,196245,357008533.5524102,2019-Q3
Assam,2019,3,Jorhat,167468,274329134.39248854,2019-Q3
Assam,2019,3,Golaghat,121795,194779142.64060065,2019-Q3
Assam,2019,4,Kamrup Metropolitan,2510384,7206165641.817837,2019-Q4
Assam,2019,4,Sonitpur,298139,613461613.2726699,2019-Q4
Assam,2019,4,Barpeta,295624,613479659.5323288,2019-Q4
Assam,2019,4,Nagaon,287586,546184547.4478518,2019-Q4
Assam,2019,4,Cachar,273506,482197783.1553297,2019-Q4
Assam,2019,4,Dibrugarh,255885,470389915.7975105,2019-Q4
Assam,2019,4,Kamrup,249708,461559258.766533,2019-Q4
Assam,2019,4,Tinsukia,224113,423685126.9456008,2019-Q4
Assam,2019,4,Jorhat,185402,307700398.0221567,2019-Q4
Assam,2019,4,Goalpara,139662,282003507.8056698,2019-Q4
Assam,2020,1,Kamrup Metropolitan,3338601,10080547554.26547,2020-Q1
Assam,2020,1,Sonitpur,383179,755509094.6113625,2020-Q1
Assam,2020,1,Cachar,375774,659702346.1886156,2020-Q1
Assam,2020,1,Barpeta,367963,833078665.8149495,2020-Q1
Assam,2020,1,Nagaon,360749,736229612.8989755,2020-Q1
Assam,2020,1,Kamrup,322830,605538834.8588183,2020-Q1
Assam,2020,1,Dibrugarh,317878,585327059.678019,2020-Q1
Assam,2020,1,Tinsukia,286640,541758826.9845176,2020-Q1
Assam,2020,1,Jorhat,232108,371072710.739732,2020-Q1
Assam,2020,1,Golaghat,179380,301335497.7930421,2020-Q1
Assam,2020,2,Kamrup Metropolitan,2543890,7190215278.036329,2020-Q2
Assam,2020,2,Nagaon,521404,889592664.4056509,2020-Q2
Assam,2020,2,Barpeta,519590,967512954.9444928,2020-Q2
Assam,2020,2,Sonitpur,510820,899403354.2732959,2020-Q2
Assam,2020,2,Kamrup,461735,696378364.1282136,2020-Q2
Assam,2020,2,Cachar,448258,671325302.7518412,2020-Q2
Assam,2020,2,Dibrugarh,447580,678491572.8304845,2020-Q2
Assam,2020,2,Tinsukia,420620,618021383.1902584,2020-Q2
Assam,2020,2,Jorhat,306847,406689798.0164192,2020-Q2
Assam,2020,2,Golaghat,290221,381486790.0123421,2020-Q2
Assam,2020,3,Kamrup Metropolitan,4268591,13346088870.1141,2020-Q3
Assam,2020,3,Barpeta,553783,1306355860.156628,2020-Q3
Assam,2020,3,Sonitpur,540972,1164586118.838822,2020-Q3
Assam,2020,3,Nagaon,535675,1153926434.0592709,2020-Q3
Assam,2020,3,Dibrugarh,526945,1106487215.771987,2020-Q3
Assam,2020,3,Cachar,487493,920279966.2377982,2020-Q3
Assam,2020,3,Kamrup,445726,878646586.9277798,2020-Q3
Assam,2020,3,Tinsukia,442335,839411510.8503456,2020-Q3
Assam,2020,3,Jorhat,315288,542788284.757088,2020-Q3
Assam,2020,3,Golaghat,278714,484885427.85811895,2020-Q3
Assam,2020,4,Kamrup Metropolitan,5300547,16105922899.45602,2020-Q4
Assam,2020,4,Barpeta,724763,2053361856.477952,2020-Q4
Assam,2020,4,Sonitpur,676306,1560923095.7659311,2020-Q4
Assam,2020,4,Nagaon,667880,1665021995.819207,2020-Q4
Assam,2020,4,Dibrugarh,631601,1479167066.80543,2020-Q4
Assam,2020,4,Cachar,623731,1434767202.348822,2020-Q4
Assam,2020,4,Kamrup,557203,1271039293.2521,2020-Q4
Assam,2020,4,Tinsukia,543941,1209737013.9697669,2020-Q4
Assam,2020,4,Jorhat,400452,815676507.4744499,2020-Q4
Assam,2020,4,Goalpara,381733,1018165139.839672,2020-Q4
Assam,2021,1,Kamrup Metropolitan,9400818,24003716533.697933,2021-Q1
Assam,2021,1,Barpeta,768249,2378951523.3799777,2021-Q1
Assam,2021,1,Dibrugarh,680608,1710571109.982249,2021-Q1
Assam,2021,1,Nagaon,675634,2019926209.3789349,2021-Q1
Assam,2021,1,Sonitpur,669242,1689369790.4289403,2021-Q1
Assam,2021,1,Cachar,614703,1577581912.681296,2021-Q1
Assam,2021,1,Kamrup,557802,1450662971.695179,2021-Q1
Assam,2021,1,Tinsukia,480161,1160430411.709109,2021-Q1
Assam,2021,1,Goalpara,400249,1203600745.346328,2021-Q1
Assam,2021,1,Jorhat,388882,856404785.4295708,2021-Q1
Assam,2021,2,Kamrup Metropolitan,12113618,26948905679.32876,2021-Q2
Assam,2021,2,Barpeta,1094358,2927546915.444962,2021-Q2
Assam,2021,2,Nagaon,928187,2446953429.3994994,2021-Q2
Assam,2021,2,Dibrugarh,870918,1976153977.772892,2021-Q2
Assam,2021,2,Sonitpur,848080,1929013770.5926268,2021-Q2
Assam,2021,2,Cachar,743120,1680050955.980187,2021-Q2
Assam,2021,2,Kamrup,737877,1686926641.0395198,2021-Q2
Assam,2021,2,Tinsukia,606143,1318534292.526462,2021-Q2
Assam,2021,2,Goalpara,544911,1475602701.250786,2021-Q2
Assam,2021,2,Dhubri,528440,1316708576.798175,2021-Q2
Assam,2021,3,Kamrup Metropolitan,16840668,36123082534.661125,2021-Q3
Assam,2021,3,Barpeta,1436928,3522432994.68204,2021-Q3
Assam,2021,3,Nagaon,1156024,2903215135.7842283,2021-Q3
Assam,2021,3,Dibrugarh,1116075,2517711536.27678,2021-Q3
Assam,2021,3,Sonitpur,1030160,2385666128.443201,2021-Q3
Assam,2021,3,Cachar,998685,2285248942.880948,2021-Q3
Assam,2021,3,Kamrup,957373,2112276358.418825,2021-Q3
Assam,2021,3,Tinsukia,726497,1620117007.206979,2021-Q3
Assam,2021,3,Dhubri,668723,1682447560.5368931,2021-Q3
Assam,2021,3,Goalpara,650085,1747257315.993659,2021-Q3
Assam,2021,4,Kamrup Metropolitan,22903930,48177919267.36949,2021-Q4
Assam,2021,4,Barpeta,2145496,5341626359.643989,2021-Q4
Assam,2021,4,Nagaon,1599255,4181552742.898879,2021-Q4
Assam,2021,4,Dibrugarh,1489321,3247229901.080471,2021-Q4
Assam,2021,4,Sonitpur,1437714,3119948215.7692084,2021-Q4
Assam,2021,4,Cachar,1424029,3288405319.0304813,2021-Q4
Assam,2021,4,Kamrup,1326629,2906827875.9780297,2021-Q4
Assam,2021,4,Dhubri,947815,2452971274.528925,2021-Q4
Assam,2021,4,Tinsukia,924326,2099664801.031059,2021-Q4
Assam,2021,4,Goalpara,920783,2590433257.901761,2021-Q4
Assam,2022,1,Kamrup Metropolitan,28908435,60093746992.89225,2022-Q1
Assam,2022,1,Barpeta,2846523,7413611760.549713,2022-Q1
Assam,2022,1,Nagaon,2049272,5405490459.948577,2022-Q1
Assam,2022,1,Cachar,1869862,4225305321.2857327,2022-Q1
Assam,2022,1,Dibrugarh,1830668,3721424814.958668,2022-Q1
Assam,2022,1,Sonitpur,1805856,3651941482.298712,2022-Q1
Assam,2022,1,Kamrup,1708845,3838019247.423968,2022-Q1
Assam,2022,1,Goalpara,1299073,3720380319.732236,2022-Q1
Assam,2022,1,Dhubri,1247298,3380205337.130153,2022-Q1
Assam,2022,1,Darrang,1205741,2732173374.6894684,2022-Q1
Assam,2022,2,Kamrup Metropolitan,37896005,70515346667.22394,2022-Q2
Assam,2022,2,Barpeta,3782074,8597920826.987381,2022-Q2
Assam,2022,2,Nagaon,2624899,6401629329.647786,2022-Q2
Assam,2022,2,Dibrugarh,2372318,4426557091.530312,2022-Q2
Assam,2022,2,Sonitpur,2331103,4228702694.6406856,2022-Q2
Assam,2022,2,Cachar,2208886,4390976386.361718,2022-Q2
Assam,2022,2,Kamrup,2122755,4247651138.552457,2022-Q2
Assam,2022,2,Darrang,1764727,3227701241.9922857,2022-Q2
Assam,2022,2,Dhubri,1748061,4095843491.511972,2022-Q2
Assam,2022,2,Goalpara,1660385,4241626695.28664,2022-Q2
Assam,2022,3,Kamrup Metropolitan,39606017,69410860235.2296,2022-Q3
Assam,2022,3,Barpeta,4561028,9149960686.489628,2022-Q3
Assam,2022,3,Sonitpur,3096898,5410346627.41358,2022-Q3
Assam,2022,3,Nagaon,2968058,6558107158.010572,2022-Q3
Assam,2022,3,Cachar,2665315,5192449137.351445,2022-Q3
Assam,2022,3,Kamrup,2430234,4614592326.476387,2022-Q3
Assam,2022,3,Dibrugarh,2307181,3933628296.025187,2022-Q3
Assam,2022,3,Jorhat,2264530,3694675386.605816,2022-Q3
Assam,2022,3,Dhubri,2223747,4556385241.834757,2022-Q3
Assam,2022,3,Goalpara,2054687,4590076568.303604,2022-Q3
Assam,2022,4,Kamrup Metropolitan,48873033,84183380553.41818,2022-Q4
Assam,2022,4,Barpeta,5914147,12025232756.808722,2022-Q4
Assam,2022,4,Sonitpur,3570910,5955878582.00596,2022-Q4
Assam,2022,4,Kamrup,3473735,6488564510.007879,2022-Q4
Assam,2022,4,Nagaon,3466436,7442294882.997084,2022-Q4
Assam,2022,4,Cachar,3169492,6146128032.607638,2022-Q4
Assam,2022,4,Dhubri,2801543,5696918774.408015,2022-Q4
Assam,2022,4,Dibrugarh,2781759,4540236249.409073,2022-Q4
Assam,2022,4,Goalpara,2471469,5401152298.290414,2022-Q4
Assam,2022,4,Bongaigaon,2301942,4663672960.523356,2022-Q4
Bihar,2018,1,Patna,1197281,1282492050.639251,2018-Q1
Bihar,2018,1,Muzaffarpur,388401,394717112.59667057,2018-Q1
Bihar,2018,1,Purbi Champaran,254643,264192918.45434484,2018-Q1
Bihar,2018,1,Gaya,231873,227470166.14682055,2018-Q1
Bihar,2018,1,Samastipur,222241,213634124.8258972,2018-Q1
Bihar,2018,1,Darbhanga,217364,224628301.6280015,2018-Q1
Bihar,2018,1,Pashchim Champaran,215866,236190496.64302668,2018-Q1
Bihar,2018,1,Nalanda,208901,190613485.9647957,2018-Q1
Bihar,2018,1,Vaishali,201678,211794626.3246635,2018-Q1
Bihar,2018,1,Rohtas,201231,181378994.9786085,2018-Q1
Bihar,2018,2,Patna,1650942,2328839155.637871,2018-Q2
Bihar,2018,2,Muzaffarpur,554675,841276317.7006266,2018-Q2
Bihar,2018,2,Purbi Champaran,373033,650452550.5678003,2018-Q2
Bihar,2018,2,Gaya,324390,438042055.7809132,2018-Q2
Bihar,2018,2,Darbhanga,322140,569573309.6554229,2018-Q2
Bihar,2018,2,Samastipur,316985,502582636.0328811,2018-Q2
Bihar,2018,2,Vaishali,316405,471071129.4019304,2018-Q2
Bihar,2018,2,Nalanda,306468,368156034.4352697,2018-Q2
Bihar,2018,2,Pashchim Champaran,305553,542379988.9027045,2018-Q2
Bihar,2018,2,Madhubani,286112,554829469.6286855,2018-Q2
Bihar,2018,3,Patna,3360157,3873142430.776816,2018-Q3
Bihar,2018,3,Muzaffarpur,959708,1265457842.072181,2018-Q3
Bihar,2018,3,Gaya,919453,893929004.0264462,2018-Q3
Bihar,2018,3,Nalanda,896006,768203889.8354422,2018-Q3
Bihar,2018,3,Rohtas,701262,668806719.3479261,2018-Q3
Bihar,2018,3,Purbi Champaran,544285,921447417.5581728,2018-Q3
Bihar,2018,3,Pashchim Champaran,427544,778844052.9981706,2018-Q3
Bihar,2018,3,Vaishali,427385,660314110.761917,2018-Q3
Bihar,2018,3,Bhagalpur,422204,579615297.8454921,2018-Q3
Bihar,2018,3,Darbhanga,413648,764466707.7610799,2018-Q3
Bihar,2018,4,Patna,3256138,4907266831.021729,2018-Q4
Bihar,2018,4,Muzaffarpur,886640,1682571935.182583,2018-Q4
Bihar,2018,4,Purbi Champaran,732175,1458571863.5112102,2018-Q4
Bihar,2018,4,Gaya,724866,1079658570.770959,2018-Q4
Bihar,2018,4,Nalanda,666931,846144772.7533281,2018-Q4
Bihar,2018,4,Pashchim Champaran,582470,1215256332.6509812,2018-Q4
Bihar,2018,4,Rohtas,534230,818426211.762433,2018-Q4
Bihar,2018,4,Samastipur,529944,1020002681.396306,2018-Q4
