State,Year,Quarter,Brand,User_Count,Brand_Percentage,YearQuarter
Bihar,2020,2,Infinix,115210,0.01086500674713,2020-Q2
Bihar,2020,2,Micromax,89409,0.008431814844667,2020-Q2
Bihar,2020,2,Others,941831,0.088820416367126,2020-Q2
Bihar,2020,3,Xiaomi,3459128,0.294063195149148,2020-Q3
Bihar,2020,3,Samsung,2346143,0.199447463885929,2020-Q3
Bihar,2020,3,Vivo,1712480,0.145579273281883,2020-Q3
Bihar,2020,3,Oppo,1419010,0.120631157490729,2020-Q3
Bihar,2020,3,Realme,1055287,0.089710778849282,2020-Q3
Bihar,2020,3,Motorola,196074,0.016668405137269,2020-Q3
Bihar,2020,3,Huawei,194850,0.016564351933438,2020-Q3
Bihar,2020,3,Lenovo,150687,0.012810020527554,2020-Q3
Bihar,2020,3,Infinix,132702,0.011281101515376,2020-Q3
Bihar,2020,3,Hmd Global,97683,0.008304108749879,2020-Q3
Bihar,2020,3,Others,999169,0.084940143479506,2020-Q3
Bihar,2020,4,Xiaomi,3761975,0.291855992238223,2020-Q4
Bihar,2020,4,Samsung,2566835,0.19913640463767,2020-Q4
Bihar,2020,4,Vivo,1900128,0.147412926141091,2020-Q4
Bihar,2020,4,Oppo,1561641,0.121152927272215,2020-Q4
Bihar,2020,4,Realme,1195635,0.092757989959994,2020-Q4
Bihar,2020,4,Huawei,209280,0.016236052088494,2020-Q4
Bihar,2020,4,Motorola,206587,0.016027127737031,2020-Q4
Bihar,2020,4,Lenovo,158922,0.0123292520547,2020-Q4
Bihar,2020,4,Infinix,151393,0.011745148288577,2020-Q4
Bihar,2020,4,Hmd Global,105494,0.008184279811848,2020-Q4
Bihar,2020,4,Others,1071943,0.083161899770152,2020-Q4
Bihar,2021,1,Xiaomi,4036125,0.289404965679756,2021-Q1
Bihar,2021,1,Samsung,2749873,0.197175979730233,2021-Q1
Bihar,2021,1,Vivo,2104591,0.150906893647972,2021-Q1
Bihar,2021,1,Oppo,1694257,0.121484440877744,2021-Q1
Bihar,2021,1,Realme,1349413,0.096757861303308,2021-Q1
Bihar,2021,1,Huawei,220336,0.015798899320019,2021-Q1
Bihar,2021,1,Motorola,212374,0.015227994718021,2021-Q1
Bihar,2021,1,Infinix,177252,0.01270961850207,2021-Q1
Bihar,2021,1,Lenovo,159501,0.011436806697237,2021-Q1
Bihar,2021,1,Tecno,123065,0.008824211861966,2021-Q1
Bihar,2021,1,Others,1119501,0.080272327661668,2021-Q1
Bihar,2021,2,Xiaomi,4268361,0.285087015651877,2021-Q2
Bihar,2021,2,Samsung,2889063,0.192962673190074,2021-Q2
Bihar,2021,2,Vivo,2311477,0.154385273335117,2021-Q2
Bihar,2021,2,Oppo,1826833,0.122015539000652,2021-Q2
Bihar,2021,2,Realme,1575376,0.105220538368144,2021-Q2
Bihar,2021,2,Huawei,215607,0.014400552386186,2021-Q2
Bihar,2021,2,Motorola,214140,0.014302570361713,2021-Q2
Bihar,2021,2,Infinix,212701,0.01420645847813,2021-Q2
Bihar,2021,2,Tecno,157952,0.010549731921982,2021-Q2
Bihar,2021,2,Lenovo,154152,0.010295927086946,2021-Q2
Bihar,2021,2,Others,1146472,0.076573720219175,2021-Q2
Bihar,2021,3,Xiaomi,4521874,0.279805586008241,2021-Q3
Bihar,2021,3,Samsung,3009544,0.186225273534288,2021-Q3
Bihar,2021,3,Vivo,2576928,0.159455758639238,2021-Q3
Bihar,2021,3,Oppo,1994060,0.123388915046194,2021-Q3
Bihar,2021,3,Realme,1835886,0.11360138696353,2021-Q3
Bihar,2021,3,Infinix,278142,0.017210936285156,2021-Q3
Bihar,2021,3,Huawei,222180,0.013748106448634,2021-Q3
Bihar,2021,3,Motorola,213677,0.013221955808915,2021-Q3
Bihar,2021,3,Tecno,198088,0.012257335989724,2021-Q3
Bihar,2021,3,Lenovo,147198,0.009108352565604,2021-Q3
Bihar,2021,3,Others,1163194,0.071976392710471,2021-Q3
Bihar,2021,4,Xiaomi,4718889,0.272202017295704,2021-Q4
Bihar,2021,4,Samsung,3142992,0.181298768151626,2021-Q4
Bihar,2021,4,Vivo,2818559,0.162584338319244,2021-Q4
Bihar,2021,4,Oppo,2164915,0.124879866908022,2021-Q4
Bihar,2021,4,Realme,2149920,0.124014902877431,2021-Q4
Bihar,2021,4,Infinix,342716,0.019769057199589,2021-Q4
Bihar,2021,4,Tecno,233246,0.013454444833551,2021-Q4
Bihar,2021,4,Motorola,220257,0.012705193897016,2021-Q4
Bihar,2021,4,Huawei,214582,0.012377840054162,2021-Q4
Bihar,2021,4,Apple,144021,0.008307634854929,2021-Q4
Bihar,2021,4,Others,1185884,0.06840593560872,2021-Q4
Bihar,2022,1,Xiaomi,4888198,0.264446223457312,2022-Q1
Bihar,2022,1,Samsung,3283813,0.177650730676218,2022-Q1
Bihar,2022,1,Vivo,3062549,0.165680587652744,2022-Q1
Bihar,2022,1,Realme,2443092,0.132168634118088,2022-Q1
Bihar,2022,1,Oppo,2339620,0.126570910860238,2022-Q1
Bihar,2022,1,Infinix,387204,0.020947317499734,2022-Q1
Bihar,2022,1,Tecno,280644,0.015182536782665,2022-Q1
Bihar,2022,1,Motorola,220543,0.011931137703494,2022-Q1
Bihar,2022,1,Huawei,215004,0.011631483795913,2022-Q1
Bihar,2022,1,Apple,158500,0.008574678525293,2022-Q1
Bihar,2022,1,Others,1205491,0.065215758928296,2022-Q1
Chandigarh,2018,1,Xiaomi,20555,0.238269114851393,2018-Q1
Chandigarh,2018,1,Samsung,17266,0.200143738118421,2018-Q1
Chandigarh,2018,1,Vivo,9360,0.108499095840867,2018-Q1
Chandigarh,2018,1,Oppo,7948,0.092131497194788,2018-Q1
Chandigarh,2018,1,Apple,7552,0.08754115083229,2018-Q1
Chandigarh,2018,1,Oneplus,3638,0.042170909259516,2018-Q1
Chandigarh,2018,1,Motorola,3105,0.035992488524134,2018-Q1
Chandigarh,2018,1,Realme,2995,0.034717392312329,2018-Q1
Chandigarh,2018,1,Lenovo,1965,0.022777855056336,2018-Q1
Chandigarh,2018,1,Micromax,1558,0.018059999072657,2018-Q1
Chandigarh,2018,1,Others,10326,0.119696758937265,2018-Q1
Chandigarh,2018,2,Xiaomi,27862,0.241817755752089,2018-Q2
Chandigarh,2018,2,Samsung,23093,0.200427012905857,2018-Q2
Chandigarh,2018,2,Vivo,13375,0.11608328487489,2018-Q2
Chandigarh,2018,2,Oppo,11129,0.096589972140011,2018-Q2
Chandigarh,2018,2,Apple,9962,0.086461434312049,2018-Q2
Chandigarh,2018,2,Oneplus,4466,0.038760968243084,2018-Q2
Chandigarh,2018,2,Motorola,3914,0.033970091738341,2018-Q2
Chandigarh,2018,2,Realme,3861,0.033510098160893,2018-Q2
Chandigarh,2018,2,Lenovo,2511,0.021793280622119,2018-Q2
Chandigarh,2018,2,Micromax,2049,0.017783525286628,2018-Q2
Chandigarh,2018,2,Others,12997,0.112802575964033,2018-Q2
Chandigarh,2018,3,Xiaomi,34852,0.242207751593197,2018-Q3
Chandigarh,2018,3,Samsung,28614,0.198856094459077,2018-Q3
Chandigarh,2018,3,Vivo,17910,0.124467486257149,2018-Q3
Chandigarh,2018,3,Oppo,14437,0.100331496320182,2018-Q3
Chandigarh,2018,3,Apple,12403,0.086195992855802,2018-Q3
Chandigarh,2018,3,Oneplus,5178,0.035985072241179,2018-Q3
Chandigarh,2018,3,Realme,4664,0.032412973528941,2018-Q3
Chandigarh,2018,3,Motorola,4590,0.031898702508113,2018-Q3
Chandigarh,2018,3,Lenovo,2926,0.020334554147873,2018-Q3
Chandigarh,2018,3,Micromax,2395,0.016644312093013,2018-Q3
Chandigarh,2018,3,Others,15924,0.110665563995468,2018-Q3
Chandigarh,2018,4,Xiaomi,43505,0.244757998728529,2018-Q4
Chandigarh,2018,4,Samsung,35417,0.19925512104283,2018-Q4
Chandigarh,2018,4,Vivo,23567,0.132587329181364,2018-Q4
Chandigarh,2018,4,Oppo,18698,0.105194461791197,2018-Q4
Chandigarh,2018,4,Apple,15191,0.085464170984601,2018-Q4
Chandigarh,2018,4,Oneplus,6197,0.034864160857848,2018-Q4
Chandigarh,2018,4,Realme,5731,0.032242456975363,2018-Q4
Chandigarh,2018,4,Motorola,5354,0.030121464778589,2018-Q4
Chandigarh,2018,4,Lenovo,3148,0.017710566141763,2018-Q4
Chandigarh,2018,4,Huawei,2838,0.015966514202771,2018-Q4
Chandigarh,2018,4,Others,18101,0.101835755315138,2018-Q4
Chandigarh,2019,1,Xiaomi,51075,0.244173538902832,2019-Q1
Chandigarh,2019,1,Samsung,41609,0.198919564957571,2019-Q1
Chandigarh,2019,1,Vivo,29056,0.1389076132425,2019-Q1
Chandigarh,2019,1,Oppo,23095,0.110409943826939,2019-Q1
Chandigarh,2019,1,Apple,17580,0.084044460380064,2019-Q1
Chandigarh,2019,1,Oneplus,6880,0.032891119875702,2019-Q1
Chandigarh,2019,1,Realme,6690,0.031982789530297,2019-Q1
Chandigarh,2019,1,Motorola,6007,0.028717580972869,2019-Q1
Chandigarh,2019,1,Lenovo,3406,0.016283016612883,2019-Q1
Chandigarh,2019,1,Huawei,3364,0.016082227799689,2019-Q1
Chandigarh,2019,1,Others,20413,0.097588143898649,2019-Q1
Chandigarh,2019,2,Xiaomi,58356,0.242706050183206,2019-Q2
Chandigarh,2019,2,Samsung,48067,0.199913491571666,2019-Q2
Chandigarh,2019,2,Vivo,34791,0.144697823564396,2019-Q2
Chandigarh,2019,2,Oppo,27444,0.114141216691135,2019-Q2
Chandigarh,2019,2,Apple,20041,0.083351702510823,2019-Q2
Chandigarh,2019,2,Oneplus,7595,0.031588053518771,2019-Q2
Chandigarh,2019,2,Realme,7590,0.031567258223499,2019-Q2
Chandigarh,2019,2,Motorola,6475,0.026929907377754,2019-Q2
Chandigarh,2019,2,Huawei,3816,0.015870969351893,2019-Q2
Chandigarh,2019,2,Lenovo,3595,0.014951817300853,2019-Q2
Chandigarh,2019,2,Others,22669,0.094281709705996,2019-Q2
Chandigarh,2019,3,Xiaomi,64422,0.24097674470799,2019-Q3
Chandigarh,2019,3,Samsung,53606,0.20051844675447,2019-Q3
Chandigarh,2019,3,Vivo,39957,0.149463037290012,2019-Q3
Chandigarh,2019,3,Oppo,31459,0.117675443354268,2019-Q3
Chandigarh,2019,3,Apple,22081,0.082596123993311,2019-Q3
Chandigarh,2019,3,Realme,8500,0.031795075129892,2019-Q3
Chandigarh,2019,3,Oneplus,8271,0.030938478399922,2019-Q3
Chandigarh,2019,3,Motorola,6770,0.02532384219169,2019-Q3
Chandigarh,2019,3,Huawei,4256,0.01591998114739,2019-Q3
Chandigarh,2019,3,Lenovo,3716,0.013900058727374,2019-Q3
Chandigarh,2019,3,Others,24299,0.090892768303676,2019-Q3
Chandigarh,2019,4,Xiaomi,69435,0.239770019683,2019-Q4
Chandigarh,2019,4,Samsung,57981,0.200217548948513,2019-Q4
Chandigarh,2019,4,Vivo,44605,0.154028108705411,2019-Q4
Chandigarh,2019,4,Oppo,34871,0.120415069581131,2019-Q4
Chandigarh,2019,4,Apple,23651,0.081670637798266,2019-Q4
Chandigarh,2019,4,Realme,9610,0.033184847543078,2019-Q4
Chandigarh,2019,4,Oneplus,8750,0.030215131737974,2019-Q4
Chandigarh,2019,4,Motorola,6953,0.024009806968472,2019-Q4
Chandigarh,2019,4,Huawei,4559,0.015742946924962,2019-Q4
Chandigarh,2019,4,Lenovo,3777,0.013042577437066,2019-Q4
Chandigarh,2019,4,Others,25398,0.087703304672122,2019-Q4
Chandigarh,2020,1,Xiaomi,74599,0.238421538766391,2020-Q1
Chandigarh,2020,1,Samsung,62236,0.198908871253839,2020-Q1
Chandigarh,2020,1,Vivo,49864,0.159367439363092,2020-Q1
Chandigarh,2020,1,Oppo,38691,0.123658061856197,2020-Q1
Chandigarh,2020,1,Apple,25309,0.080888627523674,2020-Q1
Chandigarh,2020,1,Realme,10759,0.034386216109969,2020-Q1
Chandigarh,2020,1,Oneplus,9221,0.029470703480809,2020-Q1
Chandigarh,2020,1,Motorola,7160,0.022883660874373,2020-Q1
Chandigarh,2020,1,Huawei,4807,0.015363373997641,2020-Q1
Chandigarh,2020,1,Lenovo,3862,0.012343114287266,2020-Q1
Chandigarh,2020,1,Others,26379,0.084308392486744,2020-Q1
Chandigarh,2020,2,Xiaomi,79401,0.236065895448504,2020-Q2
Chandigarh,2020,2,Samsung,66732,0.198399885833548,2020-Q2
Chandigarh,2020,2,Vivo,55338,0.164524559165871,2020-Q2
Chandigarh,2020,2,Oppo,42912,0.127581009124396,2020-Q2
Chandigarh,2020,2,Apple,26562,0.078971074859298,2020-Q2
Chandigarh,2020,2,Realme,11849,0.035228080190039,2020-Q2
Chandigarh,2020,2,Oneplus,9516,0.028291873667686,2020-Q2
Chandigarh,2020,2,Motorola,7308,0.021727302728399,2020-Q2
Chandigarh,2020,2,Huawei,5057,0.015034889148538,2020-Q2
Chandigarh,2020,2,Hmd Global,3920,0.011654491884965,2020-Q2
Chandigarh,2020,2,Others,27756,0.082520937948749,2020-Q2
Chandigarh,2020,3,Xiaomi,84467,0.232955861749423,2020-Q3
Chandigarh,2020,3,Samsung,72072,0.198771056957207,2020-Q3
Chandigarh,2020,3,Vivo,61814,0.170479993822189,2020-Q3
Chandigarh,2020,3,Oppo,47234,0.13026906571646,2020-Q3
Chandigarh,2020,3,Apple,28288,0.078016922788398,2020-Q3
Chandigarh,2020,3,Realme,13210,0.0364325349984,2020-Q3
Chandigarh,2020,3,Oneplus,9903,0.02731199046852,2020-Q3
Chandigarh,2020,3,Motorola,7558,0.02084459496729,2020-Q3
Chandigarh,2020,3,Huawei,5327,0.014691605899809,2020-Q3
Chandigarh,2020,3,Hmd Global,4168,0.011495140490032,2020-Q3
Chandigarh,2020,3,Others,28547,0.078731232142266,2020-Q3
Chandigarh,2020,4,Xiaomi,90201,0.230456155052861,2020-Q4
Chandigarh,2020,4,Samsung,78159,0.199689832959463,2020-Q4
Chandigarh,2020,4,Vivo,68293,0.174483012350473,2020-Q4
Chandigarh,2020,4,Oppo,51650,0.131961512715826,2020-Q4
Chandigarh,2020,4,Apple,30593,0.078162605198747,2020-Q4
Chandigarh,2020,4,Realme,14705,0.037570068625096,2020-Q4
Chandigarh,2020,4,Oneplus,10462,0.026729551714094,2020-Q4
Chandigarh,2020,4,Motorola,7780,0.019877261741125,2020-Q4
Chandigarh,2020,4,Huawei,5641,0.014412292221296,2020-Q4
Chandigarh,2020,4,Hmd Global,4400,0.01124163903097,2020-Q4
Chandigarh,2020,4,Others,29518,0.075416068390044,2020-Q4
Chandigarh,2021,1,Xiaomi,96137,0.228898709041471,2021-Q1
Chandigarh,2021,1,Samsung,83453,0.198698565231263,2021-Q1
Chandigarh,2021,1,Vivo,74844,0.178200848575469,2021-Q1
Chandigarh,2021,1,Oppo,56200,0.133810161000766,2021-Q1
Chandigarh,2021,1,Apple,32907,0.078350373097014,2021-Q1
Chandigarh,2021,1,Realme,16641,0.039621617245796,2021-Q1
Chandigarh,2021,1,Oneplus,10995,0.026178696089028,2021-Q1
Chandigarh,2021,1,Motorola,7989,0.019021519150091,2021-Q1
Chandigarh,2021,1,Huawei,5854,0.013938161610293,2021-Q1
Chandigarh,2021,1,Hmd Global,4591,0.010931004433354,2021-Q1
Chandigarh,2021,1,Others,30387,0.07235034452545,2021-Q1
Chandigarh,2021,2,Xiaomi,101761,0.22685544349625,2021-Q2
Chandigarh,2021,2,Samsung,88362,0.196985099382039,2021-Q2
Chandigarh,2021,2,Vivo,81826,0.182414417306474,2021-Q2
Chandigarh,2021,2,Oppo,60671,0.135253649358408,2021-Q2
Chandigarh,2021,2,Apple,35361,0.078830154356491,2021-Q2
Chandigarh,2021,2,Realme,19398,0.043243893956822,2021-Q2
Chandigarh,2021,2,Oneplus,11907,0.026544233701613,2021-Q2
Chandigarh,2021,2,Motorola,8043,0.01793023193601,2021-Q2
Chandigarh,2021,2,Huawei,5918,0.013192976824233,2021-Q2
Chandigarh,2021,2,Hmd Global,4599,0.010252534710146,2021-Q2
Chandigarh,2021,2,Others,30726,0.068497364971509,2021-Q2
Chandigarh,2021,3,Xiaomi,107815,0.224398132634562,2021-Q3
Chandigarh,2021,3,Samsung,92724,0.192988846175459,2021-Q3
Chandigarh,2021,3,Vivo,89865,0.187038335938459,2021-Q3
Chandigarh,2021,3,Oppo,66039,0.1374486693044,2021-Q3
Chandigarh,2021,3,Apple,37880,0.078840618320245,2021-Q3
Chandigarh,2021,3,Realme,22934,0.04773312409072,2021-Q3
Chandigarh,2021,3,Oneplus,13193,0.027458930240205,2021-Q3
Chandigarh,2021,3,Motorola,8166,0.016996105839575,2021-Q3
Chandigarh,2021,3,Huawei,5900,0.012279821755265,2021-Q3
Chandigarh,2021,3,Hmd Global,4496,0.009357640442656,2021-Q3
Chandigarh,2021,3,Others,31451,0.065459775258448,2021-Q3
Chandigarh,2021,4,Xiaomi,112958,0.220581458019262,2021-Q4
Chandigarh,2021,4,Vivo,97127,0.189667091069573,2021-Q4
Chandigarh,2021,4,Samsung,97097,0.189608507846246,2021-Q4
Chandigarh,2021,4,Oppo,71275,0.139183974754536,2021-Q4
Chandigarh,2021,4,Apple,41698,0.081426774876389,2021-Q4
Chandigarh,2021,4,Realme,27098,0.05291627285722,2021-Q4
Chandigarh,2021,4,Oneplus,14380,0.02808089171477,2021-Q4
Chandigarh,2021,4,Motorola,8240,0.016090858673832,2021-Q4
Chandigarh,2021,4,Huawei,5797,0.011320231520898,2021-Q4
Chandigarh,2021,4,Hmd Global,4511,0.008808964014278,2021-Q4
Chandigarh,2021,4,Others,31911,0.062314974652992,2021-Q4
Chandigarh,2022,1,Xiaomi,118077,0.218035671749001,2022-Q1
Chandigarh,2022,1,Vivo,103673,0.191437893893258,2022-Q1
Chandigarh,2022,1,Samsung,100254,0.185124522434719,2022-Q1
Chandigarh,2022,1,Oppo,76330,0.140947541219723,2022-Q1
Chandigarh,2022,1,Apple,45080,0.083242698259991,2022-Q1
Chandigarh,2022,1,Realme,30911,0.057078860823305,2022-Q1
Chandigarh,2022,1,Oneplus,15554,0.028721316076661,2022-Q1
Chandigarh,2022,1,Motorola,8378,0.015470437578132,2022-Q1
Chandigarh,2022,1,Huawei,5812,0.010732177513022,2022-Q1
Chandigarh,2022,1,Hmd Global,4529,0.008363047480468,2022-Q1
Chandigarh,2022,1,Others,32951,0.060845832971716,2022-Q1
Chhattisgarh,2018,1,Xiaomi,161753,0.238130149883035,2018-Q1
Chhattisgarh,2018,1,Samsung,125715,0.185075589278379,2018-Q1
Chhattisgarh,2018,1,Vivo,103265,0.152025062457398,2018-Q1
Chhattisgarh,2018,1,Oppo,62998,0.092744636466287,2018-Q1
Chhattisgarh,2018,1,Micromax,53452,0.078691169694212,2018-Q1
Chhattisgarh,2018,1,Realme,40116,0.059058126233874,2018-Q1
Chhattisgarh,2018,1,Oneplus,15860,0.023348835428987,2018-Q1
Chhattisgarh,2018,1,Apple,15418,0.022698130179326,2018-Q1
Chhattisgarh,2018,1,Lenovo,13258,0.019518213122163,2018-Q1
Chhattisgarh,2018,1,Motorola,12182,0.017934143328872,2018-Q1
Chhattisgarh,2018,1,Others,75246,0.110775943927462,2018-Q1
Chhattisgarh,2018,2,Xiaomi,229221,0.241113945354616,2018-Q2
Chhattisgarh,2018,2,Samsung,174661,0.183723144081836,2018-Q2
Chhattisgarh,2018,2,Vivo,152196,0.160092565808504,2018-Q2
Chhattisgarh,2018,2,Oppo,90864,0.095578404817629,2018-Q2
Chhattisgarh,2018,2,Micromax,73053,0.076843295553159,2018-Q2
Chhattisgarh,2018,2,Realme,54968,0.0578199700213,2018-Q2
Chhattisgarh,2018,2,Apple,20055,0.021095537381334,2018-Q2
Chhattisgarh,2018,2,Oneplus,19998,0.021035579982643,2018-Q2
Chhattisgarh,2018,2,Lenovo,17504,0.018412180818891,2018-Q2
Chhattisgarh,2018,2,Motorola,16136,0.016973203250322,2018-Q2
Chhattisgarh,2018,2,Others,102019,0.10731217292976,2018-Q2
Chhattisgarh,2018,3,Xiaomi,298538,0.245146954488122,2018-Q3
Chhattisgarh,2018,3,Samsung,222989,0.183109266607105,2018-Q3
Chhattisgarh,2018,3,Vivo,205795,0.168990270916544,2018-Q3
Chhattisgarh,2018,3,Oppo,119608,0.098217101114147,2018-Q3
Chhattisgarh,2018,3,Micromax,92998,0.076366078936304,2018-Q3
Chhattisgarh,2018,3,Realme,70527,0.057913830933361,2018-Q3
Chhattisgarh,2018,3,Oneplus,23810,0.019551778957326,2018-Q3
Chhattisgarh,2018,3,Apple,23566,0.019351416333823,2018-Q3
Chhattisgarh,2018,3,Motorola,19369,0.015905014977927,2018-Q3
Chhattisgarh,2018,3,Lenovo,18890,0.01551168015556,2018-Q3
Chhattisgarh,2018,3,Others,121702,0.099936606579777,2018-Q3
Chhattisgarh,2018,4,Xiaomi,378100,0.239304100384937,2018-Q4
Chhattisgarh,2018,4,Samsung,280138,0.177302756079438,2018-Q4
Chhattisgarh,2018,4,Vivo,275135,0.174136296375058,2018-Q4
Chhattisgarh,2018,4,Oppo,155513,0.098426073957055,2018-Q4
Chhattisgarh,2018,4,Micromax,154018,0.097479870227683,2018-Q4
Chhattisgarh,2018,4,Realme,91037,0.057618427365097,2018-Q4
Chhattisgarh,2018,4,Apple,28128,0.017802554180448,2018-Q4
Chhattisgarh,2018,4,Oneplus,27785,0.017585465298057,2018-Q4
Chhattisgarh,2018,4,Motorola,22980,0.014544322208002,2018-Q4
Chhattisgarh,2018,4,Lenovo,22246,0.014079764657929,2018-Q4
Chhattisgarh,2018,4,Others,144918,0.09172036926629,2018-Q4
Chhattisgarh,2019,1,Xiaomi,454437,0.238062484218643,2019-Q1
Chhattisgarh,2019,1,Vivo,344150,0.180287265217942,2019-Q1
Chhattisgarh,2019,1,Samsung,336551,0.176306434393037,2019-Q1
Chhattisgarh,2019,1,Oppo,192191,0.100681649831473,2019-Q1
Chhattisgarh,2019,1,Micromax,187241,0.098088530660098,2019-Q1
Chhattisgarh,2019,1,Realme,109520,0.057373416494752,2019-Q1
Chhattisgarh,2019,1,Apple,32769,0.017166448914504,2019-Q1
Chhattisgarh,2019,1,Oneplus,31894,0.016708069262998,2019-Q1
Chhattisgarh,2019,1,Motorola,25968,0.013603660331772,2019-Q1
Chhattisgarh,2019,1,Lenovo,24737,0.012958785644911,2019-Q1
Chhattisgarh,2019,1,Others,169440,0.088763255029865,2019-Q1
Chhattisgarh,2019,2,Xiaomi,521922,0.238204599952717,2019-Q2
Chhattisgarh,2019,2,Vivo,406013,0.185303865789528,2019-Q2
Chhattisgarh,2019,2,Samsung,388144,0.177148474760687,2019-Q2
Chhattisgarh,2019,2,Oppo,225563,0.10294669352726,2019-Q2
Chhattisgarh,2019,2,Micromax,208017,0.094938719326574,2019-Q2
Chhattisgarh,2019,2,Realme,126313,0.05764910778589,2019-Q2
Chhattisgarh,2019,2,Apple,37139,0.016950196844823,2019-Q2
Chhattisgarh,2019,2,Oneplus,35168,0.016050634713879,2019-Q2
Chhattisgarh,2019,2,Motorola,28701,0.013099103358821,2019-Q2
Chhattisgarh,2019,2,Lenovo,27225,0.012425458658023,2019-Q2
Chhattisgarh,2019,2,Others,186861,0.085283145281794,2019-Q2
Chhattisgarh,2019,3,Xiaomi,582178,0.239081779571574,2019-Q3
Chhattisgarh,2019,3,Vivo,463726,0.190437353032248,2019-Q3
Chhattisgarh,2019,3,Samsung,424913,0.174498102303928,2019-Q3
Chhattisgarh,2019,3,Oppo,254200,0.10439176397441,2019-Q3
Chhattisgarh,2019,3,Micromax,225367,0.092550978251852,2019-Q3
Chhattisgarh,2019,3,Realme,145376,0.059701247362485,2019-Q3
Chhattisgarh,2019,3,Apple,40822,0.016764282411342,2019-Q3
Chhattisgarh,2019,3,Oneplus,38300,0.015728578128323,2019-Q3
Chhattisgarh,2019,3,Motorola,30550,0.012545902397396,2019-Q3
Chhattisgarh,2019,3,Lenovo,26475,0.010872430964683,2019-Q3
Chhattisgarh,2019,3,Others,203151,0.083427581601752,2019-Q3
Chhattisgarh,2019,4,Xiaomi,649776,0.23837118016068,2019-Q4
Chhattisgarh,2019,4,Vivo,534907,0.196231336439341,2019-Q4
Chhattisgarh,2019,4,Samsung,473054,0.173540482042628,2019-Q4
Chhattisgarh,2019,4,Oppo,290835,0.10669320224513,2019-Q4
Chhattisgarh,2019,4,Micromax,243335,0.089267764774936,2019-Q4
Chhattisgarh,2019,4,Realme,169406,0.062146813896327,2019-Q4
Chhattisgarh,2019,4,Apple,44369,0.016276826002421,2019-Q4
Chhattisgarh,2019,4,Oneplus,41107,0.015080157012362,2019-Q4
Chhattisgarh,2019,4,Motorola,32554,0.011942477713782,2019-Q4
Chhattisgarh,2019,4,Lenovo,27622,0.010133167027403,2019-Q4
Chhattisgarh,2019,4,Others,218935,0.080316592684984,2019-Q4
Chhattisgarh,2020,1,Xiaomi,711639,0.235916481655647,2020-Q1
Chhattisgarh,2020,1,Vivo,613952,0.203532121968369,2020-Q1
Chhattisgarh,2020,1,Samsung,521671,0.17293991321693,2020-Q1
Chhattisgarh,2020,1,Oppo,328835,0.10901256991991,2020-Q1
Chhattisgarh,2020,1,Micromax,253971,0.084194296212779,2020-Q1
Chhattisgarh,2020,1,Realme,196352,0.065092937579376,2020-Q1
Chhattisgarh,2020,1,Apple,47890,0.015876083669513,2020-Q1
Chhattisgarh,2020,1,Oneplus,43526,0.014429367671732,2020-Q1
Chhattisgarh,2020,1,Motorola,34414,0.01140863527673,2020-Q1
Chhattisgarh,2020,1,Lenovo,29426,0.009755056129862,2020-Q1
Chhattisgarh,2020,1,Others,234811,0.077842536699147,2020-Q1
Chhattisgarh,2020,2,Xiaomi,796390,0.234118185896406,2020-Q2
Chhattisgarh,2020,2,Vivo,714180,0.209950559403679,2020-Q2
Chhattisgarh,2020,2,Samsung,579423,0.170335465822842,2020-Q2
Chhattisgarh,2020,2,Oppo,377290,0.110913560387317,2020-Q2
Chhattisgarh,2020,2,Micromax,282770,0.083127110367944,2020-Q2
Chhattisgarh,2020,2,Realme,227611,0.066911782430802,2020-Q2
Chhattisgarh,2020,2,Apple,50835,0.014944183101299,2020-Q2
Chhattisgarh,2020,2,Oneplus,45570,0.013396408457287,2020-Q2
Chhattisgarh,2020,2,Motorola,36651,0.010774451752645,2020-Q2
Chhattisgarh,2020,2,Lenovo,30902,0.009084393551615,2020-Q2
Chhattisgarh,2020,2,Others,260036,0.076443898828159,2020-Q2
Chhattisgarh,2020,3,Xiaomi,879885,0.231586103649379,2020-Q3
Chhattisgarh,2020,3,Vivo,837832,0.220517736286863,2020-Q3
Chhattisgarh,2020,3,Samsung,638573,0.168072683323042,2020-Q3
Chhattisgarh,2020,3,Oppo,424680,0.111775955378053,2020-Q3
Chhattisgarh,2020,3,Micromax,300759,0.0791598958358,2020-Q3
Chhattisgarh,2020,3,Realme,264356,0.069578610859754,2020-Q3
Chhattisgarh,2020,3,Apple,54717,0.014401537511587,2020-Q3
Chhattisgarh,2020,3,Oneplus,48306,0.012714159603683,2020-Q3
Chhattisgarh,2020,3,Motorola,38887,0.010235074825248,2020-Q3
Chhattisgarh,2020,3,Lenovo,32625,0.008586913780279,2020-Q3
Chhattisgarh,2020,3,Others,278766,0.073371328946308,2020-Q3
Chhattisgarh,2020,4,Xiaomi,962085,0.22958162802901,2020-Q4
Chhattisgarh,2020,4,Vivo,951506,0.227057169126814,2020-Q4
Chhattisgarh,2020,4,Samsung,697989,0.166560595962249,2020-Q4
Chhattisgarh,2020,4,Oppo,473974,0.113104063116483,2020-Q4
Chhattisgarh,2020,4,Micromax,315002,0.075168692986996,2020-Q4
Chhattisgarh,2020,4,Realme,302527,0.072191793014892,2020-Q4
